id,author,name,serial_number
3582,"Brennan Manning, Michael W. Smith, Rich Mullins","The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out",1576737160
3583,Meg Cabot,Princess in Love,64472809
3584,Wilbur Smith,River God,312954468
3585,Willa Cather,O Pioneers!,679743626
3586,Naomi Klein,The Shock Doctrine: The Rise of Disaster Capitalism,805079831
3587,"Jonas Jonasson, Rachel Willson-Broyles",Analfabeten som kunde räkna,7557906
3588,Ann Patchett,Truth & Beauty: A Friendship,60572159
3589,Abbi Glines,The Vincent Brothers,
3590,Günter Grass,Die Blechtrommel,99483505
3591,Lee Strobel,,310234697
3592,Kerstin Gier,Smaragdgrün,3401063480
3593,"Shannon Hale, James Noel Smith",Book of a Thousand Days,1599900513
3594,Arthur Conan Doyle,The Return of Sherlock Holmes,192123173
3595,"Edith Hamilton, Steele Savage",Mythology,316341517
3596,Anna Dewdney,"Llama, Llama Red Pajama",670059838
3597,Al Franken,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,452285216
3598,Chuck Klosterman,Killing Yourself to Live: 85% of a True Story,743264460
3599,"Leah Remini, Rebecca Paley",Troublemaker: Surviving Hollywood and Scientology,110188696X
3600,Kurt Vonnegut Jr.,Hocus Pocus,425161293
3601,Steven Erikson,House of Chains,765348810
3602,"Eric Shanower, Skottie Young, L. Frank Baum",Oz: The Wonderful Wizard of Oz,785129219
3603,Atul Gawande,The Checklist Manifesto: How to Get Things Right,805091742
3604,"Edith Hahn Beer, Susan Dworkin, Susan Sarandon, Julia Ormond, Rory Kennedy",The Nazi Officer's Wife: How One Jewish Woman Survived The Holocaust,068817776X
3605,Nora Roberts,Northern Lights,515139742
3606,Ree Drummond,The Pioneer Woman Cooks: Recipes from an Accidental Ranch Wife,61658197
3607,Jennifer L. Armentrout,Opposition,1622662644
3608,Laurell K. Hamilton,"Incubus Dreams (Anita Blake, Vampire Hunter, #12)",515139750
3609,Brian Greene,"The Fabric of the Cosmos: Space, Time and the Texture of Reality",965900584
3610,Jane Green,Babyville,767912241
3611,Charlaine Harris,A Touch of Dead,441017835
3612,Sue Grafton,K is for Killer,449000664
3613,Chaim Potok,My Name Is Asher Lev,1400031044
3614,"Tim LaHaye, Jerry B. Jenkins",Nicolae: The Rise of Antichrist,078622469X
3615,Julie Kibler,Calling Me Home,1250014522
3616,J.R. Ward,Covet,451228219
3617,Carrie Jones,Captivate,1599903423
3618,Carrie Fisher,Wishful Drinking,1439102252
3619,Karin Slaughter,Triptych,385339461
3620,Sidney Sheldon,Bloodline,1568650949
3621,Louise Penny,A Fatal Grace,312352565
3622,"James Patterson, Maxine Paetro",The 9th Judgment,316036277
3623,"James Patterson, Michael Ledwidge",Zoo,1846058295
3624,"Rick Riordan, Gordon Korman, Peter Lerangis, Jude Watson",Vespers Rising,545290597
3625,Sam Harris,"The End of Faith: Religion, Terror, and the Future of Reason",393327655
3626,Mary E. Pearson,The Adoration of Jenna Fox,805076689
3627,John Flanagan,,1741664489
3628,Bill Watterson,The Complete Calvin and Hobbes,740748475
3629,Rumiko Takahashi,"Ranma ½, Volume 1",1569319626
3630,Ron Rash,Serena,61470856
3631,Hampton Sides,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission,038549565X
3632,Iain M. Banks,Use of Weapons,185723135X
3633,Gail McHugh,Pulse,
3634,Marisa de los Santos,Love Walked In,452287898
3635,Jeff Smith,Bone: The Complete Cartoon Epic in One Volume,188896314X
3636,Christopher Paolini,"Eragon, Eldest & Brisingr (Inheritance, #1-3)",375846158
3637,Christopher Pike,Thirst No. 1,1416983082
3638,Marilynne Robinson,Housekeeping,312424094
3639,"Dodie Smith, Michael Dooling",The Hundred and One Dalmatians,760704066
3640,Sidney Sheldon,Windmills of the Gods,6174426
3641,F. Scott Fitzgerald,The Curious Case of Benjamin Button,1416556052
3642,Daniel Defoe,The Fortunes and Misfortunes of the Famous Moll Flanders,1853260738
3643,E.L. Doctorow,Ragtime,812978188
3644,David Weber,On Basilisk Station ,1416509372
3645,Ben Goldacre,"Bad Science: Quacks, Hacks, and Big Pharma Flacks",7240198
3646,Ruth Reichl,Garlic and Sapphires: The Secret Life of a Critic in Disguise,143036610
3647,Jo Nesbø,"Panserhjerte (Harry Hole, #8)",
3648,Tamora Pierce,"Wolf-Speaker (Immortals, #2)",1416903445
3649,Cherrie Lynn,,
3650,David Foster Wallace,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,316925284
3651,Ai Yazawa,NANA―ナナ― 1,1421501082
3652,"Joseph Delaney, Patrick  Arrasmith","The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles, #1)",60766204
3653,Tess Gerritsen,The Sinner,553815024
3654,Terry Pratchett,Unseen Academicals,61161705
3655,Morgan Matson,Second Chance Summer,1416990674
3656,Plum Sykes,Bergdorf Blondes,1401359604
3657,Robert Cormier,The Chocolate War,375829873
3658,"Teddy Slater, Ron Dias, Ric González",Beauty and the Beast (Little Golden Book),736421971
3659,Michael Punke,The Revenant,125006662X
3660,"Neil Gaiman, Michael Zulli, Jon J. Muth, Charles Vess, Mikal Gilmore",The Sandman: The Wake,1563892871
3661,Clayton M. Christensen,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials),60521996
3662,"Teddy Slater, Bill Langley, Ron Dias, Walt Disney Company",Lady and the Tramp (Little Golden Book),030700113X
3663,Tamora Pierce,Squire,
3664,Anthony Horowitz,Snakehead,1406309354
3665,Ally Carter,"Out of Sight, Out of Time",1423147947
3666,Abbi Glines,Just for Now,
3667,"Bill O'Reilly, Martin Dugard",Killing Jesus: A History ,805098542
3668,James Rollins,Sandstorm,60580674
3669,Foundation for Inner Peace,A Course in Miracles,670869759
3670,James S.A. Corey,Cibola Burn,031621762X
3671,Nelson DeMille,The Charm School,751531189
3672,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",Y: The Last Man Vol. 2: Cycles,1401200761
3673,Kim Harrison,"White Witch, Black Curse",61138010
3674,Wayne W. Dyer,‎The Power of Intention‎,1401902162
3675,Jack Weatherford,Genghis Khan and the Making of the Modern World,609809644
3676,Theodore Dreiser,Sister Carrie,393960420
3677,Cinda Williams Chima,The Gray Wolf Throne,
3678,Andrea Hirata,Laskar Pelangi,9793062797
3679,Bryan Lee O'Malley,"Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour",1934964387
3680,Patricia Cornwell,Blow Fly,425198731
3681,Joanne Fluke,Chocolate Chip Cookie Murder,758213506
3682,Mitchell Zuckoff,Lost in Shangri-la,61988340
3683,Sam Kean,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",316051640
3684,Clive Barker,The Hellbound Heart,61002828
3685,"Bill Dedman, Paul Clark Newell Jr.",Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,345534522
3686,Tracy Chevalier,Remarkable Creatures,7178379
3687,Rachel Caine,Lord of Misrule,451225724
3688,"Douglas Preston, Lincoln Child",The Cabinet of Curiosities,446611239
3689,Brother Lawrence,The Practice of the Presence of God,883681056
3690,Lee Child,Second Son,
3691,Catherine Ryan Hyde,,
3692,Wallace Stegner,Crossing to Safety,037575931X
3693,John Sandford,Buried Prey,399157387
3694,Bob Goff,Discover an Incredible Life in an Ordinary World,1400203759
3695,"Benjamin Graham, Jason Zweig, Warren Buffett",The Intelligent Investor,60555661
3696,Stephen Hawking,The Universe in a Nutshell,055380202X
3697,Joe Abercrombie,The Heroes,316123358
3698,Blanche Fisher Wright,The Real Mother Goose,590225170
3699,Oscar Wilde,An Ideal Husband,048641423X
3700,"William Shakespeare, John Jowett",The Tragedy of King Richard the Third,192839934
3701,Anna Todd,After,1476792488
3702,Maria V. Snyder,Fire Study,778325342
3703,Philip Roth,The Human Stain,99282194
3704,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",The Bane Chronicles,1442495995
3705,Michael Connelly,The Narrows,446699543
3706,Tarryn Fisher,The Opportunist,
3707,Jon Kabat-Zinn,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",1401307787
3708,"Banana Yoshimoto, Megan Backus",キッチン [Kitchen],802142443
3709,Eric Van Lustbader,Robert Ludlum's The Bourne Legacy,312999526
3710,Judith McNaught,A Kingdom of Dreams ,743474155
3711,Paolo Bacigalupi,Ship Breaker,316056219
3712,Suzanne Collins,Gregor and the Prophecy of Bane,439650763
3713,"James Patterson, Peter de Jonge",Beach Road,316159786
3714,Maureen Johnson,The Name of the Star,399256601
3715,"Charles Dickens, Mark Ford",Nicholas Nickleby,140435123
3716,"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),345506405
3717,"Jean-Jacques Rousseau, Maurice Cranston",Du contrat social: ou Principes du droit politique,143037498
3718,Laurie Halse Anderson,Chains,1416905855
3719,Ernesto Sabato,El túnel,9871144261
3720,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",The Federalist,451528816
3721,Julie Anne Peters,Keeping You a Secret,316009857
3722,"Elena Ferrante, Ann Goldstein",Storia della bambina perduta,1609452860
3723,E. Lockhart,The Disreputable History of Frankie Landau-Banks,786838183
3724,"Sarah Blake, Orlagh Cassidy",The Postmistress,143145444
3725,Michael J. Sullivan,Rise of Empire,316187704
3726,Nic Sheff,Tweak: Growing Up On Methamphetamines,1416913629
3727,Daniel O'Malley,The Rook,316098795
3728,Frank Beddor,The Looking Glass Wars,803731531
3729,Philippa Gregory,The Other Queen,1416549129
3730,Joyce Maynard,Labor Day,61843407
3731,Terry Pratchett,I Shall Wear Midnight,385611072
3732,Christina Lauren,Beautiful Player,
3733,"Ed Catmull, Amy Wallace","Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",812993012
3734,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",El diario de Frida Kahlo: Un íntimo autorretrato ,810959542
3735,"Stephen King, Bernie Wrightson, Michele Wrightson",Creepshow,452253802
3736,Bob McCabe,Harry Potter Page to Screen: The Complete Filmmaking Journey,62101897
3737,Jeff Shaara,Gods and Generals,1841580651
3738,Gena Showalter,The Darkest Pleasure,373773102
3739,Madeleine L'Engle,Many Waters,312368577
3740,"Bill Martin Jr., Eric Carle","Panda Bear, Panda Bear, What Do You See?",805017585
3741,Lisa Gardner,Love You More,553807250
3742,Michael Morpurgo,War Horse,439796636
3743,Eric Carle,The Grouchy Ladybug,64434508
3744,Dennis Lehane,A Drink Before the War,156029022
3745,Chelsea Cain,Heartsick,312368461
3746,Julianne Donaldson,Edenbrooke,1609089464
3747,Kathleen Tessaro,The Perfume Collector,62257838
3748,Tara Sivec,"Seduction and Snacks (Chocolate Lovers, #1)",
3749,Wendy Higgins,,62265946
3750,"Douglas Preston, Lincoln Child",Reliquary,765354950
3751,Gabrielle Hamilton,"Blood, Bones and Butter: The Inadvertent Education of a Reluctant Chef",140006872X
3752,Agatha Christie,Poirot Investigates,
3753,J.K. Rowling,"Harry Potter Collection (Harry Potter, #1-6)",439827604
3754,Isaac Asimov,The Naked Sun,586010165
3755,Herman Melville,"Bartleby, the Scrivener: A Story of Wall Street",974607800
3756,Stephen King,The Bazaar of Bad Dreams,1501111671
3757,"Lars Kepler, Ann Long",Hypnotisören,374173958
3758,Piers Anthony,On a Pale Horse,345338588
3759,Charlaine Harris,"Sookie Stackhouse, Books 1-7",441017770
3760,Sidney Sheldon,The Sands of Time,7165161
3761,"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee",The Dirt: Confessions of the World's Most Notorious Rock Band,60989157
3762,"Theo LeSieg, Roy McKie",Ten Apples Up on Top,7169973
3763,"Theodore Dreiser, Richard R. Lingeman",An American Tragedy ,451527704
3764,Ernest Hemingway,The Snows of Kilimanjaro and Other Stories,684862212
3765,"Brynne Stephens, Lela Dowling, Cynthia Martin, Anne McCaffrey",,1560601760
3766,Elin Hilderbrand,Silver Girl,031609966X
3767,Alice Hoffman,Practical Magic,425190374
3768,Kevin Hearne,Trapped ,034553364X
3769,Jenny Nimmo,Midnight for Charlie Bone,439474299
3770,"Amie Kaufman, Jay Kristoff",Illuminae,553499114
3771,Glen Cook,The Black Company,812521390
3772,Herman Wouk,War and Remembrance,316954993
3773,"Susan Hill, John Lawrence",The Woman in Black,1567921892
3774,Barbara Robinson,The Best Christmas Pageant Ever,64402754
3775,George R.R. Martin,A Clash of Kings,
3776,James Clavell,King Rat,385333765
3777,Michael  Grant,Fear,61449156
3778,"Colleen Hoover, Tarryn Fisher",,1311051155
3779,Frederick Forsyth,The Fourth Protocol,99642611
3780,Diana Gabaldon,Lord John and the Private Matter,770429459
3781,Aimee Carter,The Goddess Test,373210264
3782,Steven Johnson,The Ghost Map,1594489254
3783,Anna Carey,Eve,62048503
3784,David Baldacci,The Target,1455521205
3785,Susan Sontag,On Photography,141187166
3786,Vince Flynn,Protect and Defend,074327041X
3787,Mary McGarry Morris,Songs in Ordinary Time,140244824
3788,Erik Larson,Thunderstruck,1400080665
3789,Michio Kaku,"Physics of the Impossible: A Scientific Exploration of the World of Phasers, Force Fields, Teleportation, and Time Travel",385520697
3790,Karen Cushman,The Midwife's Apprentice,006440630X
3791,Michel Faber,The Crimson Petal and the White,1841954314
3792,Mark Haddon,A Spot of Bother,385520514
3793,Richelle Mead,Silver Shadows,1595143211
3794,Armistead Maupin,Tales of the City,552998761
3795,C.S. Lewis,Perelandra,7157169
3796,Ellen Hopkins,Tricks,1416950079
3797,Michael Crichton,Eaters of the Dead,60891564
3798,Michael J. Sullivan,Heir of Novron,316187712
3799,Washington Irving,The Legend of Sleepy Hollow,809594080
3800,Julie James,Just the Sexiest Man Alive,425224201
3801,"James Patterson, Maxine Paetro",10th Anniversary,316036269
3802,Victoria Hislop,The Island,755309510
3803,Dean Koontz,The Good Guy,553804812
3804,Dean Koontz,Whispers,042520992X
3805,Alan Bradley,The Weed That Strings the Hangman's Bag,385342314
3806,Dean Koontz,Hideaway,425203891
3807,"Ian Rankin, Mircea Pricăjan",Knots & Crosses,312956738
3808,Flannery O'Connor,"A Good Man Is Hard to Find, and Other Stories",151365040
3809,"Robert Kirkman, Charlie Adlard","The Walking Dead, Vol. 2: Miles Behind Us",1582404135
3810,Seth Godin,Tribes: We Need You to Lead Us,1591842336
3811,Marya Hornbacher,Wasted: A Memoir of Anorexia and Bulimia ,60858796
3812,Anna Quindlen,,1400065747
3813,"Lewis Carroll, John Tenniel",,1435122941
3814,Kim Harrison,Black Magic Sanction,61138037
3815,William  Davis,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health ",1609611543
3816,Susan Ee,End of Days,
3817,"H.P. Lovecraft, August Derleth, Robert Bloch",The Best of H.P. Lovecraft ,345350804
3818,Mary  Stewart,The Crystal Cave,60548258
3819,Kim Harrison,Pale Demon,61138061
3820,"H.P. Lovecraft, S.T. Joshi",The Call of Cthulhu and Other Weird Stories,141182342
3821,Neale Donald Walsch,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1",399142789
3822,"Felicia Day, Joss Whedon",You're Never Weird on the Internet (Almost),1476785651
3823,"James Patterson, Michael Ledwidge",Now You See Her,316120553
3824,J.D. Robb,Glory in Death,425150984
3825,"Matt Fraction, David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis","Hawkeye, Volume 1: My Life as a Weapon",785165622
3826,Susan Cooper,"Over Sea, Under Stone",068987121X
3827,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",Absolute Batman Hush,1401223176
3828,"Haruki Murakami, Jay Rubin",神の子どもたちはみな踊る,375713271
3829,James Patterson,"I, Alex Cross",316018783
3830,Sharon Creech,Love That Dog,64409597
3831,Dave Pelzer,A Man Named Dave: A Story of Triumph and Forgiveness,452281903
3832,Laurell K. Hamilton,"Danse Macabre (Anita Blake, Vampire Hunter, #14)",515142816
3833,Edgar Rice Burroughs,Tarzan of the Apes,809599813
3834,Anne McCaffrey,"The White Dragon (Pern: Dragonriders of Pern, #3)",345341678
3835,Jen Lancaster,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why it Often Sucks in the City, or Who are These Idiots and Why Do They All Live Next Door to Me?",451221257
3836,Enid Blyton,The Magic Faraway Tree,074974801X
3837,Margaret Atwood,The Robber Bride,385491034
3838,Larissa Ione,Pleasure Unbound,044640103X
3839,Lara Adrian,Midnight Awakening ,553589393
3840,Robert Hughes,The Shock of the New,500275823
3841,Jeffrey Archer,A Prisoner of Birth,312379293
3842,Christopher Pike,Thirst No. 2,1416983090
3843,Ted Dekker,Thr3e,1595543414
3844,Adam Hochschild,King Leopold's Ghost,618001905
3845,"James Patterson, David Ellis",Guilty Wives,
3846,"Jodi Picoult, Samantha van Leer",Between the Lines,1451635753
3847,Diane Chamberlain,The Midwife's Confession,778329860
3848,Rachel Renée Russell,Tales From a Not-So-Talented Pop Star,
3849,Craig Thompson,Habibi,375424148
3850,Anthony Horowitz,The House of Silk,316196991
3851,Nelson DeMille,The Lion's Game,446679097
3852,Jennifer L. Armentrout,Deity,1937053148
3853,"Henry David Thoreau, W.S. Merwin",,451529456
3854,"Kanoko Sakurakouji, JN Productions, Pancha Diaz","Black Bird, Volume 1",1421527642
3855,"Erin Watt, Elle Kennedy, Jen Frederick",Paper Princess,
3856,Tom Perrotta,Little Children,312315732
3857,Ira Levin,The Boys from Brazil,394402677
3858,Terry Pratchett,Interesting Times,61056901
3859,Kresley Cole,Dark Desires After Dusk,1416576754
3860,"Patricia C. Wrede, Peter de Sève",,152045651
3861,Chris Bohjalian,The Sandcastle Girls,385534795
3862,"Rachel Caine, Cynthia Holloway",Kiss of Death,451229738
3863,Laurelin Paige,Fixed on You,162704017X
3864,"James Patterson, NaRae Lee","Maximum Ride: The Manga, Vol. 1",759529515
3865,"Nora Roberts, MacLeod Andrews",The Last Boyfriend,1455806935
3866,"Lene Kaaberbøl, Agnete Friis",Drengen i kufferten,156947981X
3867,Jon Ronson,So You’ve Been Publicly Shamed,1594487138
